id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.08316E+19,0,14102100,1002,0,cc1b7a47,7256c623,50e219e0,ecad2386,7801e8d9,07d7df22,646aba48,3bec8f73,8be947fd,0,0,20352,320,50,2333,0,39,-1,157
1.08316E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b196bc6c,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
1.08317E+19,0,14102100,1002,0,61a8c644,948ff336,50e219e0,ecad2386,7801e8d9,07d7df22,f9845b77,ec9c035a,87c188e6,0,0,19665,320,50,2253,2,303,-1,52
1.08319E+19,0,14102100,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a1dc9430,d4897fef,1,0,20633,320,50,2374,3,39,-1,23
1.08319E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,b5c74bf7,a29a4df9,1,2,20596,320,50,2161,0,35,-1,157
1.0832E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e960ae63,3bd9e8e7,1,0,15708,320,50,1722,0,35,-1,79
1.0832E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d036c5fe,d787e91b,1,0,15701,320,50,1722,0,35,-1,79
1.08322E+18,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,71c78775,9c7b6730,1,0,15705,320,50,1722,0,35,100084,79
1.08323E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,59ac940d,d787e91b,1,0,15702,320,50,1722,0,35,-1,79
1.08323E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,49227c50,7801e8d9,0f2161f8,c5a3adf8,69302de2,e8c7729d,4,2,21665,320,50,2493,3,35,-1,117
1.08324E+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b15946b6,1df52df3,1,0,15699,320,50,1722,0,35,-1,79
1.08324E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7e6e6bb,5db079b5,1,2,15704,320,50,1722,0,35,-1,79
1.08328E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7ba59c9c,6ee42729,1,0,15708,320,50,1722,0,35,-1,79
1.08328E+17,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,aecfd81b,7801e8d9,0f2161f8,9809e6c9,69e76b72,60eb1f19,4,0,20362,320,50,2333,0,39,-1,157
1.08328E+19,0,14102100,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2e2f3a73,8a4875bd,1,0,16920,320,50,1899,0,431,100074,117
1.08329E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cf877b2f,7abbbd5c,1,0,15705,320,50,1722,0,35,-1,79
1.0833E+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,64d52a30,779d90c2,1,0,18993,320,50,2161,0,35,-1,157
1.08332E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,f541bb08,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
1.08332E+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3ac584d4,c144e605,1,0,17614,320,50,1993,2,1063,-1,33
1.08334E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,993e0c42,22fb7d04,1,0,21611,320,50,2480,3,297,100111,61
1.08336E+18,0,14102100,1002,0,75f43c5a,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,15c441cd,8b39b914,ea6abc60,0,0,6990,320,50,613,2,39,100233,32
1.08338E+19,0,14102100,1005,1,85f751fd,c4e18dd6,50e219e0,d560fb3a,33da2e74,0f2161f8,02c74305,31fabfb9,cad4c01d,1,0,15006,320,50,1637,0,161,100046,91
1.08338E+18,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,713a182e,7abbbd5c,1,0,18993,320,50,2161,0,35,-1,157
1.08338E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,13b1743f,1f0bc64f,1,0,15701,320,50,1722,0,35,-1,79
1.0834E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,57b32bf3,aa069534,1,0,19743,320,50,2264,3,427,100000,61
1.0834E+19,0,14102100,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,def13afb,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
1.08341E+19,0,14102100,1005,1,fd309fe8,f436b08f,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,25ee21fb,900981af,1,2,18993,320,50,2161,0,35,-1,157
1.08341E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,77777676,757e009a,8a0635bc,1,0,20633,320,50,2374,3,39,-1,23
1.08342E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,e40ec8ef,7834c56a,f07e20f8,4,0,21665,320,50,2493,3,35,100233,117
1.08344E+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d0d37889,be87996b,1,2,20345,300,250,2331,2,39,-1,23
1.08345E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0795aa6d,5096d134,1,0,15702,320,50,1722,0,35,-1,79
1.08346E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e8937587,d9b5648e,0f2161f8,a99f214a,5365f89b,f51246a7,1,0,20153,320,50,2307,3,163,-1,61
1.08348E+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,625c3d26,f6127760,8debacdb,0,0,21691,320,50,2495,2,167,-1,23
1.08349E+19,0,14102100,1002,0,10a74e5b,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,3ff90690,50115b20,8debacdb,0,0,6563,320,50,572,2,39,-1,32
1.0835E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,41c0cb10,a0f5f879,1,0,15699,320,50,1722,0,35,-1,79
1.08351E+19,1,14102100,1005,0,1b171d6d,272c5d9d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,970e4c24,0eb711ec,1,0,20006,320,50,2283,0,163,-1,95
1.08352E+18,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
1.08352E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,834c21a0,8ce34352,1,0,15704,320,50,1722,0,35,-1,79
1.08354E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,677fec91,36d749e5,1,0,15702,320,50,1722,0,35,-1,79
1.08357E+18,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,bf3251e4,cb82c508,1,0,20596,320,50,2161,0,35,-1,157
1.08358E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,2018eca6,5096d134,1,0,20596,320,50,2161,0,35,-1,157
1.08358E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8f5b3522,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
1.08358E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e218c17b,4ea23a13,1,0,15707,320,50,1722,0,35,-1,79
1.08363E+18,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fc73e82d,c48dce72,1,0,21277,300,250,2443,2,39,-1,23
1.08363E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f1de2479,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
1.08364E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,726b9bc6,8ba13a25,1,0,20362,320,50,2333,0,39,-1,157
1.08365E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dcfb273e,4c8aeb60,1,0,15702,320,50,1722,0,35,100084,79
1.08365E+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,74afe595,2347f47a,0f2161f8,3abdb59f,9a58ec26,7abbbd5c,1,3,454,320,50,122,3,1319,100205,15
1.08367E+19,0,14102100,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c14854e3,8571106b,1,0,9436,216,36,898,3,427,100005,61
1.08369E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2e93a860,8a4875bd,1,0,15705,320,50,1722,0,35,100083,79
1.08371E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a05fdac3,3223bcfe,1,0,20362,320,50,2333,0,39,-1,157
1.08371E+19,0,14102100,1005,0,8342c1ae,7049c6b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b962859e,be74e6fe,1,0,20596,320,50,2161,0,35,100106,157
1.08373E+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ac475ecf,05e70df4,1,0,17653,300,250,1994,2,39,-1,33
1.08373E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4d7ec794,ce762689,1,0,15708,320,50,1722,0,35,-1,79
1.08374E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,8f5e67d8,70ff9b4c,80b1a1d2,1,0,4687,320,50,423,2,39,100148,32
1.08374E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,6b42f3d9,520ca87c,1,0,20596,320,50,2161,0,35,-1,157
1.08374E+19,0,14102100,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41f47b56,d2e5a0b2,1,0,19771,320,50,2227,0,687,100081,48
1.08389E+19,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bf5614a3,945dd5c4,1,0,19015,300,250,2162,2,39,-1,33
1.08391E+19,0,14102100,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af42db6c,ce576f14,1,0,19772,320,50,2227,0,687,-1,48
1.08391E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,49a84424,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
1.08391E+19,0,14102100,1002,0,63bd7850,95122fca,50e219e0,ecad2386,7801e8d9,07d7df22,61fa5174,ade0677b,1da119e0,0,0,16920,320,50,1899,0,431,-1,117
1.08391E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6cb4b113,1f0bc64f,1,0,15702,320,50,1722,0,35,100083,79
1.08392E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,375c3d47,1,0,15706,320,50,1722,0,35,-1,79
1.08392E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d5fe4f56,24f6b932,1,0,20362,320,50,2333,0,39,-1,157
1.08396E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d92931a,9ea0eb04,1,0,20362,320,50,2333,0,39,-1,157
1.08401E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,064dc49d,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
1.08402E+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,59bcd1ae,eecb90ad,dc70b0f9,1,2,12000,320,50,1248,2,39,100128,13
1.08402E+18,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,58c10354,88e02ee9,1,0,20362,320,50,2333,0,39,-1,157
1.08405E+19,1,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,bcd05a21,2d7c0179,c207a47d,0,0,21201,320,50,2427,0,169,100106,91
1.08408E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f7c22314,a0f5f879,1,0,15702,320,50,1722,0,35,-1,79
1.0841E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,19034b30,5270909d,1,0,20596,320,50,2161,0,35,-1,157
1.08414E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,2b89f148,efee784f,2cd8ff6d,1,0,18993,320,50,2161,0,35,-1,157
1.0842E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,76dc4769,1,0,15703,320,50,1722,0,35,-1,79
1.0842E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,13a668a7,be87996b,1,2,15706,320,50,1722,0,35,100084,79
1.08423E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,31f9b704,8b42429f,e9b8d8d7,1,0,6563,320,50,572,2,39,-1,32
1.08424E+19,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae5b736d,1ccc7835,1,0,17614,320,50,1993,2,1063,100084,33
1.08425E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2db52b61,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1.0843E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,dfc8b59d,0157f021,1f0bc64f,1,0,18993,320,50,2161,0,35,-1,157
1.0843E+19,0,14102100,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c46957bc,a5bce124,1,0,16208,320,50,1800,3,167,100081,23
1.08433E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,753a562d,f60c2fd3,1,0,19733,320,50,2260,0,171,100156,91
1.08438E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,03641a6d,2347f47a,4ce2e9fc,a99f214a,320de039,7c91dcdb,1,2,18993,320,50,2161,0,35,-1,157
1.08439E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3f18719f,24f6b932,1,0,15703,320,50,1722,0,35,-1,79
1.08441E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,2ee71e5e,c4535966,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1.08446E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,f95f8265,b8818c26,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1.08446E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb738a03,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
1.08448E+19,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dab29f53,ad0177e7,1,0,17653,300,250,1994,2,39,-1,33
1.08449E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,50d86760,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
1.0845E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,84565c92,61df2f1d,fce66524,4,0,21665,320,50,2493,3,35,-1,117
1.08451E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8299c472,cc1e3ed4,1,0,15703,320,50,1722,0,35,-1,79
1.08452E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,d262a84b,aad45b01,1,0,20980,320,50,2371,0,551,100217,46
1.08452E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e862bef8,4f6a828b,1,0,17264,320,50,1872,3,39,-1,23
1.08456E+19,0,14102100,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,7bc494d8,951b3e40,1,0,20969,320,50,2372,0,813,-1,46
1.08458E+19,0,14102100,1002,0,5014edea,a7870916,50e219e0,ecad2386,7801e8d9,07d7df22,8a6c8a96,a3168325,a12e847c,0,0,20170,300,50,2312,0,167,100077,16
1.08459E+19,0,14102100,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1b4c67eb,eb0f3060,1,0,20312,320,50,1780,0,1711,100077,48
1.0846E+19,0,14102100,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f8d1c12,4258293,1,0,19771,320,50,2227,0,687,100077,48
1.0846E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c9263976,a0f5f879,1,0,15707,320,50,1722,0,35,-1,79
1.08461E+19,0,14102100,1005,1,e7777bfa,9fb0b77c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ae7c0b77,900981af,1,2,20596,320,50,2161,0,35,-1,157
1.08463E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,69a83485,1ccc7835,1,0,15699,320,50,1722,0,35,-1,79
1.08465E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4da034bf,be87996b,1,2,15705,320,50,1722,0,35,-1,79
1.08466E+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a75af304,c4cff2ea,1,0,17654,300,250,1994,2,39,100084,33
1.08467E+18,1,14102100,1005,0,7697ed3e,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,598f9641,8a4875bd,1,0,20366,320,50,2333,0,39,-1,157
1.08469E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6769bdb2,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
1.0847E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,03ae6d04,c6263d8a,1,0,15704,320,50,1722,0,35,-1,79
1.0847E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,d935c2ec,de61de5a,fce66524,4,0,21665,320,50,2493,3,35,-1,117
1.08472E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,cb8dd024,d2c1a121,311da669,1,0,15703,320,50,1722,0,35,100083,79
1.08473E+19,0,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,711ee120,1,0,15701,320,50,1722,0,35,-1,79
1.08478E+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2b26a7a,be87996b,1,2,17753,320,50,1993,2,1063,100084,33
1.08479E+19,0,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,1451a316,3f0f2e60,cf19f7f7,0,0,21660,320,50,2446,3,171,100228,156
1.08479E+19,1,14102100,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e20f2e41,6f1a5911,1,2,19870,320,50,2271,0,687,100079,48
1.0848E+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fc73ef06,36d749e5,1,0,15706,320,50,1722,0,35,-1,79
1.0848E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9119ac59,c6263d8a,1,0,15699,320,50,1722,0,35,-1,79
1.08482E+18,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9bb83770,c464aa46,1,0,6616,320,50,576,2,35,100210,32
1.08484E+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a57160a1,1aa0e912,1,0,15699,320,50,1722,0,35,-1,79
1.08485E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,def12d24,7eef184d,1,0,15706,320,50,1722,0,35,100084,79
1.08489E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b4bde20c,06fbfd42,1,0,15703,320,50,1722,0,35,100083,79
1.08489E+19,1,14102100,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e4dae9f3,5.06E+09,1,0,20008,320,50,2283,0,163,-1,95
1.08489E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,95b5e741,c6824def,cef3e649,a99f214a,ca69916d,950d7517,1,0,20151,216,36,2307,3,163,-1,61
1.08491E+19,0,14102100,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,794f202c,7abbbd5c,1,0,20596,320,50,2161,0,35,-1,157
1.08491E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,03641a6d,2347f47a,4ce2e9fc,a99f214a,320de039,7c91dcdb,1,2,20596,320,50,2161,0,35,-1,157
1.08492E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6101688,94a6ac23,1,2,15708,320,50,1722,0,35,-1,79
1.08496E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b271bd3c,04f5b394,1,0,15699,320,50,1722,0,35,-1,79
1.08497E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,dbd2700b,a4b6f65b,1,0,20508,320,50,2351,3,163,-1,61
1.08497E+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67abfbd3,84ebbcd4,1,0,17614,320,50,1993,2,1063,-1,33
1.08499E+19,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,e2b91139,e1104d12,a0f5f879,4,0,21665,320,50,2493,3,35,-1,117
1.08499E+19,1,14102100,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,990fa2f4,0bc44f2a,1,0,19665,320,50,2253,2,303,100248,52
1.08499E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
1.08504E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2c763327,906ac007,1,0,20366,320,50,2333,0,39,-1,157
1.08504E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0934d2f9,c5cc73c1,1,0,15706,320,50,1722,0,35,-1,79
1.08505E+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a7610377,22fb7d04,1,0,16685,320,50,1092,3,1835,100156,61
1.08506E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,f8bed5a1,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
1.08506E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,9b53853e,aba190f1,1,0,20596,320,50,2161,0,35,100161,157
1.08507E+19,0,14102100,1005,1,f61eaaae,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,46b1dc9f,54ee019c,1,0,16615,320,50,1863,3,39,-1,23
1.08509E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,023aff44,1ccc7835,1,0,15708,320,50,1722,0,35,100084,79
1.08512E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,073589d2,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
1.08513E+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,d5b95107,cd1dc8bd,8aaed0ee,0,0,21665,320,50,2493,3,35,100233,117
1.08514E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d7000b83,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
1.08514E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac585a09,36c6b1de,1,0,15708,320,50,1722,0,35,100084,79
1.08515E+19,0,14102100,1005,0,7697ed3e,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b220c6a9,7abbbd5c,1,0,20366,320,50,2333,0,39,100188,157
1.08517E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,f9499799,dc15c87e,1,2,20596,320,50,2161,0,35,100148,157
1.08517E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,96ba0349,8b1aa260,1,0,15699,320,50,1722,0,35,100084,79
